,loss,status,train_loss,test_var,loss_std,hyperparam
0,0.6072127488425052,ok,0.09359728857743646,0.3493236146287453,0.014904363608136914,"{'max_depth': 91.0, 'max_features': 0.7842783946036185, 'n_estimators': 20.0}"
1,0.5776490754160191,ok,0.07833775697887838,0.34904675345882036,0.0160179044702201,"{'max_depth': 82.0, 'max_features': 0.24053586057923826, 'n_estimators': 139.0}"
2,0.5910376618899449,ok,0.08082442896949266,0.35047826219793293,0.014823477798031915,"{'max_depth': 86.0, 'max_features': 0.7885997107741747, 'n_estimators': 234.0}"
3,0.5883102000358365,ok,0.08074290676283644,0.3504870388363473,0.005199639115676509,"{'max_depth': 46.0, 'max_features': 0.5452697993636633, 'n_estimators': 142.0}"
4,0.5897360147192388,ok,0.08002474817564376,0.34928727913589197,0.011834101795931461,"{'max_depth': 82.0, 'max_features': 0.781200599955177, 'n_estimators': 445.0}"
5,0.5982506400085313,ok,0.09096445381196458,0.34854009974178785,0.014829737479870934,"{'max_depth': 9.0, 'max_features': 0.8746036904417588, 'n_estimators': 331.0}"
6,0.5943663030624456,ok,0.0856081016779601,0.35167004892742254,0.014254823195541689,"{'max_depth': 48.0, 'max_features': 0.922200289910974, 'n_estimators': 46.0}"
7,0.5839214641982746,ok,0.08323401129949418,0.3477739481655143,0.009999792933280337,"{'max_depth': 11.0, 'max_features': 0.49702035225319685, 'n_estimators': 137.0}"
8,0.5754236913657438,ok,0.08015055800054863,0.35049660787410275,0.015868339788480464,"{'max_depth': 77.0, 'max_features': 0.17340062441452708, 'n_estimators': 101.0}"
9,0.5972985236570791,ok,0.08103886167923476,0.3493828327524663,0.014078953680029893,"{'max_depth': 31.0, 'max_features': 0.9647611919451667, 'n_estimators': 237.0}"
10,0.573180089457301,ok,0.07735076006014377,0.35083210258130465,0.016212143861635615,"{'max_depth': 58.0, 'max_features': 0.011861440981255855, 'n_estimators': 408.0}"
11,0.5843181920026913,ok,0.4604821354926987,0.35011827863407136,0.00821125412521942,"{'max_depth': 3.0, 'max_features': 0.02680706293564772, 'n_estimators': 243.0}"
12,0.5816832560376304,ok,0.07779611121923578,0.3500968340503083,0.013838738143214813,"{'max_depth': 54.0, 'max_features': 0.16798437094473495, 'n_estimators': 175.0}"
13,0.5911089358832009,ok,0.08011077142949011,0.3500366979278958,0.015999207453686062,"{'max_depth': 44.0, 'max_features': 0.7634225898296266, 'n_estimators': 242.0}"
14,0.5784103913070521,ok,0.07907290258963975,0.35033614422152354,0.010805791577944287,"{'max_depth': 52.0, 'max_features': 0.5125683586321618, 'n_estimators': 409.0}"
15,0.5932190134908439,ok,0.07984968031887671,0.34959009989917095,0.01462143971605112,"{'max_depth': 45.0, 'max_features': 0.9204373533066862, 'n_estimators': 413.0}"
16,0.581299370792095,ok,0.07755941159419437,0.3500267220260097,0.012040703736425164,"{'max_depth': 98.0, 'max_features': 0.28729790768691166, 'n_estimators': 256.0}"
17,0.573849800635257,ok,0.07769596930890284,0.349566316518884,0.009154719540373396,"{'max_depth': 16.0, 'max_features': 0.2904878435204912, 'n_estimators': 204.0}"
18,0.5831343559883487,ok,0.07897931193626638,0.34948548132771806,0.009466963912639056,"{'max_depth': 56.0, 'max_features': 0.555950112734568, 'n_estimators': 277.0}"
19,0.5907251176536816,ok,0.08783987912513,0.35051689823148474,0.012930848969701658,"{'max_depth': 10.0, 'max_features': 0.6774560075956391, 'n_estimators': 112.0}"
20,0.5680624300950581,ok,0.07742009388824438,0.3485667698337713,0.00899370834407216,"{'max_depth': 27.0, 'max_features': 0.01644189217274806, 'n_estimators': 495.0}"
21,0.5767613070294486,ok,0.07708204375657735,0.3508188241822593,0.010776285167123348,"{'max_depth': 70.0, 'max_features': 0.0016191615252744967, 'n_estimators': 483.0}"
22,0.5763022575521426,ok,0.07711548884771076,0.3503853937654845,0.010195331888264495,"{'max_depth': 28.0, 'max_features': 0.08413517232422489, 'n_estimators': 354.0}"
23,0.5725611558020001,ok,0.07813076679702484,0.3496288089017538,0.00851937550547455,"{'max_depth': 30.0, 'max_features': 0.3951349470353523, 'n_estimators': 498.0}"
24,0.5875204996195514,ok,0.07792803320286969,0.34915884759675164,0.016405931463997776,"{'max_depth': 28.0, 'max_features': 0.44536895828623163, 'n_estimators': 474.0}"
25,0.5820182390196253,ok,0.07818819436747634,0.34882013240243703,0.009135236658231726,"{'max_depth': 35.0, 'max_features': 0.3678420655462674, 'n_estimators': 346.0}"
26,0.5816442171264105,ok,0.07809990581315368,0.3498709996769704,0.011183310742562616,"{'max_depth': 17.0, 'max_features': 0.37254949534895443, 'n_estimators': 493.0}"
27,0.5783721344242174,ok,0.07946524817954405,0.35085094883290713,0.008033021580603478,"{'max_depth': 37.0, 'max_features': 0.5945543083580922, 'n_estimators': 307.0}"
28,0.576779882591843,ok,0.0768085491548253,0.3498244168514709,0.010891953581004603,"{'max_depth': 21.0, 'max_features': 0.11429957102626759, 'n_estimators': 444.0}"
29,0.671831470398743,ok,0.6478645833245377,0.35100006352374696,0.004169284657880987,"{'max_depth': 1.0, 'max_features': 0.6446929786561422, 'n_estimators': 378.0}"
30,0.5821379416822854,ok,0.07855613475460628,0.35034965002665486,0.015729267674564583,"{'max_depth': 67.0, 'max_features': 0.36192680129273236, 'n_estimators': 499.0}"
31,0.6294123024581368,ok,0.09979645607062085,0.34949896938205494,0.022250471150219255,"{'max_depth': 23.0, 'max_features': 0.22534119801840904, 'n_estimators': 15.0}"
