,loss,status,train_loss,test_var,loss_std,hyperparam
0,0.6170173604924096,ok,0.5511891119560313,0.350502144543977,0.01617607716720254,{'alpha': -1.0197096383252324}
1,0.5983241430809667,ok,0.5716878892640649,0.3502665474518962,0.005016643096440238,{'alpha': 1.0473386561347118}
2,0.8248848135024847,ok,0.8125980263085701,0.3497325528336951,0.0026128842849619926,{'alpha': 2.406213710724092}
3,0.6773955883693457,ok,0.6609713342756012,0.35057292859570655,0.005896880781359586,{'alpha': 1.827046322429906}
4,0.6632312677149016,ok,0.6482698485676346,0.35026686739608975,0.007150881238484169,{'alpha': 1.76491692112302}
5,0.9555881754489736,ok,0.9472582678701815,0.34979083714850434,0.0037403795925125024,{'alpha': 3.11398167906761}
6,0.6201459957294853,ok,0.5511706337112903,0.3495037402267613,0.010690084703867179,{'alpha': -1.8996073269432632}
7,0.6203292844245658,ok,0.55122746165034,0.3487186641548804,0.010582711426678803,{'alpha': -2.9093512517590936}
8,0.6149589168543195,ok,0.5514166620593978,0.3495931828955433,0.011162282911742843,{'alpha': -2.2859520593396745}
9,0.6161230339057466,ok,0.5511579949248884,0.3502343550180445,0.010336862244458907,{'alpha': -1.8770666656163537}
10,0.9627948387101715,ok,0.9509272005567944,0.3484971643625435,0.005352735778203208,{'alpha': 3.1498734717085526}
11,0.6108750121693659,ok,0.5513871868489978,0.34990586069219237,0.01223358363855923,{'alpha': -1.3653295957927636}
12,0.6136133917294205,ok,0.5511332752806986,0.3506034288123781,0.01011264045873172,{'alpha': -1.192091556394499}
13,0.6087922192942534,ok,0.551622576388955,0.34918502927319783,0.010156768963537626,{'alpha': -0.5526269447851124}
14,0.8006156271602498,ok,0.7889612047259493,0.35062182313943174,0.003110597192857934,{'alpha': 2.319315580080355}
15,1.000053655070923,ok,0.9924805580005278,0.3499395367650237,0.0063346255784344436,{'alpha': 4.0240266267075135}
16,1.0063218369922988,ok,0.9983341114349523,0.34968173097037364,0.005511440215419726,{'alpha': 4.766984234353243}
17,1.0110748798823341,ok,0.9980482538680313,0.3488820134527919,0.007177251317663575,{'alpha': 4.67480519950279}
