,loss,status,train_loss,test_var,loss_std,hyperparam
0,0.5756331603311539,ok,0.5210389751038924,0.3503097063591979,0.01244376503449597,{'alpha': -3.581592528456017}
1,0.9955907380450739,ok,0.9842874488468638,0.3507843845861961,0.011098450203927992,{'alpha': 3.6861066522608947}
2,0.5790502995644953,ok,0.5210344965553537,0.34972950779585815,0.0073647068771685925,{'alpha': -2.342468746332659}
3,0.5781438042616519,ok,0.5210884580357265,0.34935456514636704,0.007619985227251306,{'alpha': -2.2108951807603083}
4,0.93713133047857,ok,0.9269201195552933,0.34931810749574416,0.005075564461441101,{'alpha': 2.956880868304194}
5,0.5809439272888139,ok,0.5349337631729576,0.3494859303143584,0.009869823402207854,{'alpha': 0.23154705723614377}
6,0.5729196208726501,ok,0.5230328532600543,0.34958110272511533,0.010041474484755793,{'alpha': -0.4358492547393027}
7,0.5798755601901802,ok,0.5209854307962232,0.34955843264721376,0.010442028472437848,{'alpha': -2.828584433633022}
8,0.6442206415615717,ok,0.6259193583792321,0.3510813016981571,0.006113478721458584,{'alpha': 1.6630491132623835}
9,1.0057418556949842,ok,0.9968797920811457,0.35026514709908174,0.003261504211570408,{'alpha': 4.451378139142822}
10,0.9785905575339775,ok,0.9678642768793495,0.35042212200802464,0.0045291592185693,{'alpha': 3.354676881012068}
11,0.576074577979246,ok,0.5254064081159734,0.34984189325965503,0.005221016486887762,{'alpha': -0.19361726929540524}
12,0.5809896112474389,ok,0.5209357262795563,0.3492009987380116,0.005513490927883695,{'alpha': -3.4726779858300505}
13,0.5784222455077375,ok,0.5353871507634692,0.34892629938113207,0.00591261673513863,{'alpha': 0.24040712915091866}
14,0.5749326708776323,ok,0.5252957866528093,0.35049290074175027,0.009924476236698867,{'alpha': -0.20921769920621802}
15,0.5767669959124457,ok,0.5226602993175231,0.34943898618022684,0.010710497340260349,{'alpha': -0.47590379071241085}
16,0.5786356320672732,ok,0.5209752547221875,0.3499568988978358,0.01088684136775676,{'alpha': -1.5883322018391368}
17,0.6344331382906774,ok,0.6178230894680917,0.350243364993298,0.005645886047852804,{'alpha': 1.612222051495909}
18,0.9934901121289931,ok,0.9846379897084038,0.35097447896995376,0.00587967486307159,{'alpha': 3.6982166226418016}
19,0.5797273828960702,ok,0.5209087605551306,0.3491794664813818,0.011481806099404739,{'alpha': -1.7975319569819281}
20,0.617565783631739,ok,0.597658169371199,0.34990006523656003,0.005575562679869496,{'alpha': 1.4592288798274962}
21,0.5755229210725404,ok,0.5211498771286005,0.3482500941133376,0.009678066935576747,{'alpha': -1.0077460472925488}
22,0.5792284620114923,ok,0.5209218170738701,0.3503315009112549,0.011410390233267604,{'alpha': -4.974371678985708}
23,0.5975811606377,ok,0.5691087395664921,0.3503784420634542,0.0031907573735586716,{'alpha': 1.0992443444711122}
24,0.5838288987288267,ok,0.5527509999462444,0.3498639072933424,0.004346683156530878,{'alpha': 0.7263044958186944}
25,0.5725702010374595,ok,0.521516106908709,0.3492644951952995,0.006146665652152109,{'alpha': -0.9713695395846755}
26,0.5755153521338859,ok,0.5210447258545501,0.3507445526545874,0.008993875171200559,{'alpha': -4.835563455959343}
27,0.8346086075769608,ok,0.8222663534052472,0.3501326225365594,0.005044951423405572,{'alpha': 2.4503232017641237}
28,0.5804676152293479,ok,0.5207053537621003,0.35057780468275246,0.00924895292056257,{'alpha': -4.254711014571124}
29,0.5743520871684444,ok,0.5211664238190548,0.3492844676256102,0.00489584824419775,{'alpha': -1.1782102546239854}
30,0.5844939486330809,ok,0.5207378950813656,0.3488051344158773,0.009168681601629999,{'alpha': -3.160694568211351}
31,0.5838671073358078,ok,0.5210481669577838,0.350369113455805,0.00769870893893862,{'alpha': -0.8635691078744938}
32,0.7755526707405785,ok,0.7596369750580795,0.3495444047780029,0.006937417077403002,{'alpha': 2.2239702188666706}
33,0.5773346910749892,ok,0.5209664889321863,0.34933791595396096,0.008369190781883811,{'alpha': -2.506439793775561}
34,0.5830296938265345,ok,0.5207074113745305,0.35044440153113104,0.013456938656457754,{'alpha': -1.8708359665908028}
35,0.5840156329232632,ok,0.5208856017727159,0.3497129145962009,0.01184136999189703,{'alpha': -4.069018321292559}
36,0.5891295839966786,ok,0.557853657026368,0.34880125488379293,0.006782476681358749,{'alpha': 0.8531697804146519}
37,0.5755416830099398,ok,0.5399983868027188,0.34905589251645647,0.00407552483812324,{'alpha': 0.376367754026683}
38,1.0057621497829021,ok,0.998333153729488,0.3516370834298978,0.004839330623691754,{'alpha': 4.789032375184654}
39,0.5771366465923046,ok,0.5209044091443307,0.3490872158699657,0.00984775632418594,{'alpha': -2.382557134249214}
40,0.5723810598382162,ok,0.5215817217683852,0.34999572511764754,0.011492352627044537,{'alpha': -0.754462819741849}
41,0.5740687112542374,ok,0.5210439094572339,0.34916489602938316,0.010122307456537494,{'alpha': -2.8452962890241293}
42,0.5777155063367141,ok,0.5210138038947923,0.3507390695440532,0.01070324542312911,{'alpha': -1.3418171444566438}
43,0.5738010977169336,ok,0.5217358244270583,0.3492257455851111,0.0097094468699036,{'alpha': -0.697420540536222}
44,0.5739182887441159,ok,0.5211532751230384,0.3498500452517158,0.010733365602286733,{'alpha': -3.9421849779726372}
45,0.5709097284408293,ok,0.5310022893468049,0.3498936905240628,0.006068114298116105,{'alpha': 0.08283403655164012}
46,0.7323439430849705,ok,0.717084715407442,0.34992135898820775,0.006525417183939957,{'alpha': 2.070200211195961}
47,0.9498026237718076,ok,0.9365409461745914,0.35017950868742137,0.0048591535969358555,{'alpha': 3.0285255583144144}
48,0.5814248366918855,ok,0.5277163819102493,0.35071033261083234,0.008208712188151342,{'alpha': -0.048025633691462434}
49,1.0014254226526909,ok,0.9927874396795596,0.35035962891413486,0.005185285378360527,{'alpha': 4.045047654382173}
